0.608052	0.307549	0.341320	0.379546	0.550746	0.498529	0.569168	0.686878	
0.604650	0.430550	0.305716	0.512843	0.436181	0.553673	0.472577	0.765745	
0.526580	0.397505	0.503018	0.320355	0.369189	0.619457	0.750609	0.535705	
0.516263	0.496864	0.367278	0.375662	0.308191	0.739847	0.609761	0.590334	
0.376684	0.385238	0.519637	0.447600	0.756769	0.303471	0.356272	0.435795	
0.362488	0.525943	0.394978	0.668088	0.613417	0.370596	0.338090	0.565992	
0.305139	0.476770	0.614185	0.320472	0.576178	0.425362	0.511486	0.294521	
0.310230	0.613534	0.509609	0.521638	0.476718	0.546581	0.381986	0.373892	
0.659244	0.310854	0.324445	0.351871	0.353921	0.312871	0.394996	0.466094	
0.484911	0.338926	0.312690	0.321026	0.338751	0.375078	0.362132	0.547269	
0.548685	0.312997	0.357732	0.318647	0.381675	0.435219	0.550354	0.321828	
0.400898	0.316615	0.305064	0.309656	0.302795	0.555401	0.469088	0.312503	
0.493297	0.322223	0.373511	0.310827	0.593757	0.324603	0.318970	0.299904	
0.369909	0.318350	0.307682	0.438536	0.455570	0.295021	0.311308	0.385690	
0.402871	0.293512	0.491735	0.287505	0.395214	0.299460	0.393851	0.327989	
0.312632	0.401888	0.363476	0.307160	0.311060	0.373153	0.310055	0.291143	
0.427668	0.293564	0.285967	0.323501	0.392885	0.346270	0.375054	0.493192	
0.459860	0.372817	0.337496	0.427563	0.287947	0.405108	0.295192	0.613044	
0.385926	0.330988	0.357536	0.310029	0.324493	0.462262	0.580760	0.299726	
0.413190	0.446709	0.286665	0.324954	0.301903	0.579144	0.461140	0.387679	
0.292369	0.302901	0.387912	0.385073	0.602701	0.316593	0.283233	0.292302	
0.303435	0.458773	0.315822	0.542449	0.407962	0.289442	0.292563	0.402052	
0.310489	0.378105	0.494983	0.294157	0.446900	0.302913	0.406958	0.283093	
0.295025	0.537452	0.387854	0.439867	0.300083	0.383718	0.300775	0.344611	
0.433947	0.295246	0.325832	0.318366	0.277614	0.300654	0.315100	0.325027	
0.298668	0.295162	0.330263	0.337385	0.347458	0.301035	0.282968	0.350183	
0.361869	0.318845	0.305818	0.301152	0.286799	0.297896	0.418931	0.313959	
0.302892	0.325040	0.308077	0.321982	0.362474	0.407502	0.323055	0.302877	
0.316692	0.318175	0.301394	0.299931	0.449819	0.387999	0.314988	0.290787	
0.298751	0.281423	0.297419	0.364528	0.298626	0.283974	0.305579	0.280897	
0.303423	0.312657	0.378405	0.294874	0.304011	0.321960	0.293127	0.475763	
0.290274	0.321454	0.321140	0.358842	0.277087	0.310046	0.321408	0.324914	
0.464930	0.320215	0.333792	0.330706	0.470692	0.372647	0.348074	0.527540	
0.461744	0.315466	0.313148	0.420084	0.380446	0.441335	0.292514	0.638166	
0.413675	0.295275	0.318211	0.314396	0.313592	0.489329	0.600567	0.368239	
0.405435	0.344193	0.313148	0.320318	0.310954	0.628758	0.478843	0.443240	
0.319890	0.322226	0.340924	0.358839	0.656280	0.300549	0.292155	0.339416	
0.296986	0.369383	0.293721	0.552159	0.563061	0.307941	0.339676	0.455400	
0.322997	0.314283	0.468012	0.336997	0.481906	0.309337	0.355101	0.284667	
0.283139	0.445423	0.351942	0.417659	0.356615	0.453779	0.335582	0.284972	
0.482804	0.336374	0.291249	0.328211	0.321131	0.325658	0.353127	0.323287	
0.348239	0.330577	0.307309	0.290055	0.279970	0.272777	0.299422	0.437588	
0.407335	0.298962	0.287762	0.331591	0.309796	0.341449	0.398817	0.309566	
0.306174	0.324085	0.320744	0.310881	0.309802	0.410065	0.351202	0.294253	
0.352791	0.302637	0.269511	0.343625	0.481629	0.289859	0.312179	0.292968	
0.289311	0.317116	0.281365	0.354968	0.382863	0.310420	0.341613	0.289104	
0.302695	0.286771	0.320352	0.321842	0.312125	0.312895	0.319563	0.410269	
0.320596	0.321683	0.308727	0.303768	0.316393	0.343415	0.324559	0.286115	
0.303985	0.297488	0.297621	0.300732	0.308143	0.297344	0.281249	0.358784	
0.321879	0.310119	0.299177	0.346809	0.306987	0.313469	0.296638	0.482145	
0.300407	0.296996	0.303537	0.329168	0.345470	0.352882	0.416000	0.304796	
0.302406	0.308774	0.293942	0.282076	0.289729	0.485748	0.356907	0.286442	
0.282813	0.291305	0.283131	0.322249	0.532590	0.285696	0.318527	0.290526	
0.300282	0.307193	0.295545	0.456461	0.375795	0.271665	0.386580	0.299388	
0.295161	0.283974	0.343728	0.309522	0.343219	0.292851	0.306339	0.297883	
0.437136	0.371960	0.296771	0.338730	0.299195	0.289906	0.319211	0.300840	
0.295836	0.337832	0.296232	0.296197	0.302179	0.311082	0.319545	0.312739	
0.296037	0.300956	0.340002	0.280846	0.299596	0.283853	0.293175	0.343149	
0.318951	0.289976	0.333107	0.343925	0.320903	0.295729	0.299615	0.346654	
