0.564100	0.227966	0.321900	0.260272	0.519903	0.452062	0.544256	0.640163	
0.570842	0.370683	0.176714	0.449377	0.377907	0.538539	0.442460	0.732946	
0.474828	0.334543	0.443998	0.150911	0.301240	0.588698	0.731979	0.456428	
0.478028	0.477939	0.303768	0.316201	0.173589	0.747888	0.601440	0.549131	
0.357124	0.327008	0.470588	0.403789	0.743664	0.243227	0.326318	0.355795	
0.370406	0.472400	0.310099	0.594919	0.585041	0.345700	0.212706	0.511774	
0.268670	0.435827	0.599108	0.287885	0.515100	0.368667	0.494723	0.186904	
0.279366	0.593244	0.438692	0.468997	0.389236	0.513573	0.386091	0.314061	
0.648023	0.160349	0.161825	0.130942	0.331071	0.268666	0.341068	0.404207	
0.482500	0.206213	0.139016	0.307131	0.189711	0.351306	0.256384	0.513620	
0.490382	0.167414	0.283551	0.154515	0.149028	0.389963	0.532227	0.224324	
0.325882	0.309529	0.150091	0.181381	0.235865	0.536966	0.398151	0.324393	
0.472956	0.157725	0.291536	0.221841	0.513338	0.150610	0.181193	0.175738	
0.308275	0.269255	0.162149	0.419859	0.386688	0.215938	0.172090	0.324363	
0.311008	0.241440	0.414578	0.149698	0.309157	0.190226	0.323733	0.262001	
0.214713	0.385650	0.284017	0.299199	0.197728	0.347994	0.226374	0.149469	
0.423407	0.144747	0.189693	0.145309	0.349704	0.272408	0.377746	0.469386	
0.426722	0.238536	0.136907	0.315389	0.206363	0.354659	0.279572	0.602762	
0.332034	0.219581	0.309834	0.138983	0.182421	0.401474	0.578232	0.300265	
0.333279	0.357788	0.175790	0.201828	0.180683	0.547651	0.456059	0.401416	
0.212072	0.199868	0.319541	0.267221	0.593532	0.142894	0.169154	0.222771	
0.227244	0.327711	0.197428	0.449757	0.420231	0.165722	0.172435	0.377935	
0.195687	0.305115	0.465624	0.172337	0.361743	0.163958	0.333433	0.150758	
0.206904	0.449288	0.316847	0.341969	0.232601	0.311806	0.231636	0.186482	
