0.510666	0.271225	0.347061	0.300591	0.560676	0.466496	0.590654	0.673053	
0.531196	0.373201	0.244511	0.500111	0.397914	0.520404	0.456556	0.762186	
0.443897	0.383629	0.469047	0.256770	0.342006	0.602436	0.717806	0.514139	
0.463325	0.481505	0.359026	0.374456	0.235952	0.729304	0.601458	0.594350	
0.340285	0.323985	0.508741	0.406586	0.743187	0.282481	0.347823	0.441788	
0.349823	0.432711	0.363429	0.621587	0.573740	0.361683	0.236943	0.540229	
0.291992	0.450554	0.601509	0.272460	0.537494	0.406463	0.475563	0.287490	
0.320122	0.585833	0.473530	0.495734	0.413271	0.529238	0.359420	0.384287	
0.666832	0.239825	0.251443	0.299090	0.394467	0.262412	0.443565	0.444663	
0.514539	0.246726	0.250520	0.313599	0.243166	0.340487	0.333725	0.528836	
0.515301	0.240399	0.337849	0.265835	0.243996	0.401409	0.541589	0.274726	
0.367289	0.328654	0.249645	0.256415	0.223233	0.544061	0.452956	0.333748	
0.476236	0.259556	0.340442	0.270633	0.561573	0.229140	0.260415	0.245583	
0.346131	0.255329	0.253784	0.424016	0.406843	0.258435	0.262064	0.342104	
0.353401	0.248655	0.449061	0.243486	0.334684	0.274005	0.360807	0.286864	
0.255999	0.392847	0.321372	0.292724	0.239521	0.390059	0.240841	0.225955	
0.355952	0.269796	0.269737	0.229148	0.391194	0.306828	0.378121	0.481079	
0.361034	0.256691	0.236860	0.409528	0.245582	0.391481	0.252453	0.610258	
0.303382	0.254725	0.346629	0.245302	0.229220	0.431016	0.551808	0.312898	
0.309307	0.371210	0.241589	0.276417	0.216991	0.558514	0.431840	0.401879	
0.247150	0.270527	0.347479	0.331412	0.586743	0.242308	0.231819	0.246594	
0.248412	0.309879	0.289884	0.501339	0.404230	0.236780	0.263154	0.378393	
0.250250	0.319221	0.476326	0.234089	0.389427	0.236769	0.315479	0.273822	
0.243009	0.459118	0.352532	0.397265	0.245867	0.351880	0.235402	0.242873	
0.466430	0.245364	0.274426	0.249220	0.223149	0.238112	0.279332	0.273858	
0.340928	0.235855	0.260599	0.264820	0.247850	0.258158	0.216991	0.341673	
0.346995	0.273276	0.266840	0.279894	0.230031	0.244582	0.403238	0.275702	
0.258357	0.263412	0.285631	0.255738	0.373753	0.371724	0.310332	0.258823	
